id,fecha,cliente,segmento,monto,activo
181,2025-12-09,sofia,c,3736.62,False
182,2025-02-25,jose,a,4111.5,False
183,2025-07-01,diego,c,3759.3,True
184,2025-09-12,carlos,c,1474.88,True
185,2025-06-30,carlos,c,633.33,True
186,2025-06-12,marta,b,1229.78,True
187,2025-03-02,luis,b,2539.23,True
188,2025-05-20,sofia,b,2551.12,True
189,2025-03-29,sofia,b,2934.09,True
190,2025-04-21,ana,c,2005.75,True
191,2025-09-07,carlos,b,3945.11,False
192,2025-08-19,marta,b,4570.11,True
193,2025-08-10,luis,b,1271.29,False
194,2025-05-13,diego,a,3695.79,False
195,2025-12-17,sofia,c,3405.96,False
196,2025-02-01,diego,d,2639.3,True
197,2025-05-06,diego,b,983.22,False
198,2025-02-13,jose,d,3986.4,True
199,2025-05-04,laura,c,4805.1,True
200,2025-12-18,sofia,a,3623.09,False
201,2025-05-14,jose,b,4593.41,True
202,2025-11-28,carlos,a,4921.72,True
203,2025-06-30,jose,a,1792.65,True
204,2025-09-13,laura,b,3209.21,False
205,2025-06-16,diego,b,2395.97,True
206,2025-04-08,jose,d,4933.81,True
207,2025-10-06,sofia,a,514.35,False
208,2025-12-20,diego,d,2091.26,True
209,2025-04-07,marta,a,4383.92,True
210,2025-10-12,jose,a,1456.05,True
211,2025-04-06,sofia,c,3949.57,False
212,2025-09-19,laura,d,1944.78,True
213,2025-10-15,carlos,c,4900.89,True
214,2025-06-14,laura,a,4423.47,True
215,2025-09-26,ana,a,1541.54,False
216,2025-04-10,ana,b,3862.46,True
217,2025-01-29,sofia,b,1717.44,True
218,2025-02-05,diego,d,3051.5,False
219,2025-06-13,laura,b,3309.48,True
220,2025-11-26,carlos,a,4156.5,True
221,2025-02-16,diego,d,171.03,True
222,2025-06-16,sofia,a,1139.78,False
223,2025-09-14,jose,a,3573.99,True
224,2025-03-15,diego,b,2839.44,True
225,2025-09-21,carlos,b,2503.25,True
226,2025-04-22,jose,c,323.29,True
227,2025-10-23,ana,d,1773.97,True
228,2025-07-31,jose,d,4332.25,True
229,2025-07-19,luis,b,202.92,True
230,2025-03-06,marta,d,2012.36,False
231,2025-06-19,laura,c,4728.48,True
232,2025-11-09,diego,a,301.86,True
233,2025-01-08,jose,d,3761.04,True
234,2025-10-04,diego,a,1325.18,True
235,2025-06-29,diego,c,4339.71,True
236,2025-09-20,marta,d,3743.04,True
237,2025-08-31,ana,a,4434.24,True
238,2025-06-07,ana,b,1118.83,True
239,2025-04-23,marta,b,2679.9,True
240,2025-08-17,ana,d,3907.39,True
241,2025-02-21,sofia,a,1266.21,True
242,2025-08-02,laura,c,1192.19,False
243,2025-02-04,jose,b,184.55,True
244,2025-08-26,carlos,a,4794.65,True
245,2025-08-18,jose,c,3564.58,True
246,2025-01-31,jose,d,3196.02,True
247,2025-10-04,laura,c,3732.77,True
248,2025-06-01,carlos,a,2681.48,True
249,2025-10-15,marta,a,2406.86,True
250,2025-01-16,jose,b,2275.18,True
251,2025-03-07,luis,c,3220.17,True
252,2025-06-30,carlos,c,1047.6,True
253,2025-03-10,ana,a,4445.89,False
254,2025-05-01,laura,c,4068.17,True
255,2025-08-30,diego,b,1780.34,False
256,2025-02-22,ana,c,2914.12,True
257,2025-09-05,luis,d,748.09,False
258,2025-02-07,sofia,c,4863.11,True
259,2025-03-05,sofia,a,4519.32,True
260,2025-08-03,laura,d,4613.39,True
261,2025-10-17,marta,a,1694.21,True
262,2025-03-04,jose,d,887.22,False
263,2025-04-20,carlos,a,1098.27,True
264,2025-12-04,laura,c,495.51,True
265,2025-12-28,luis,a,644.55,True
266,2025-08-01,ana,a,402.96,False
267,2025-06-13,ana,c,4949.62,True
268,2025-05-07,marta,c,416.59,True
269,2025-08-12,jose,a,706.08,False
270,2025-08-04,ana,d,4144.91,False
271,2025-04-18,marta,b,2922.19,True
272,2025-01-09,ana,b,3883.37,True
273,2025-02-25,jose,b,3173.01,False
274,2025-12-16,diego,b,4416.77,True
275,2025-06-02,laura,a,3210.41,True
276,2025-06-26,diego,b,2634.52,True
277,2025-06-20,diego,a,3578.11,True
278,2025-10-13,laura,a,2264.59,True
279,2025-01-24,ana,b,1763.02,True
280,2025-01-31,laura,c,2364.88,True
281,2025-04-11,diego,d,890.08,True
282,2025-06-27,diego,b,3993.03,True
283,2025-09-02,carlos,b,1340.48,True
284,2025-06-29,laura,d,809.98,True
285,2025-06-11,carlos,c,1269.44,True
286,2025-12-09,ana,d,4218.25,True
287,2025-02-28,jose,d,1684.5,True
288,2025-07-28,luis,d,3445.95,True
289,2025-07-17,ana,d,4289.23,False
290,2025-06-22,sofia,b,434.84,True
291,2025-10-22,luis,b,3836.87,False
292,2025-04-08,laura,b,1572.94,True
293,2025-12-15,carlos,a,1122.28,True
294,2025-05-02,ana,c,3460.06,False
295,2025-07-18,jose,c,4553.49,False
296,2025-07-10,sofia,d,1510.35,True
297,2025-11-07,marta,a,2865.73,True
298,2025-06-10,diego,b,1484.68,True
299,2025-04-14,sofia,a,2793.71,True
300,2025-01-08,ana,d,3128.22,True
301,2025-05-13,laura,b,3071.16,False
302,2025-10-29,carlos,a,3136.55,True
303,2025-01-04,diego,c,718.64,True
304,2025-11-24,jose,d,3483.03,True
305,2025-07-18,sofia,d,3390.01,True
306,2025-02-21,diego,a,3428.81,True
307,2025-04-21,marta,b,416.65,True
308,2025-07-22,luis,a,2261.85,True
309,2025-04-26,carlos,b,2074.72,True
310,2025-02-09,laura,c,479.22,True
311,2025-09-01,sofia,b,1150.72,True
312,2025-09-03,marta,a,2232.77,False
313,2025-02-13,laura,c,3727.39,True
314,2025-04-13,laura,a,1223.46,True
315,2025-03-31,jose,a,4157.26,True
316,2025-08-29,marta,a,2751.7,True
317,2025-09-24,diego,a,3814.09,True
318,2025-09-23,sofia,b,2389.15,True
319,2025-12-09,carlos,d,2521.01,True
320,2025-10-08,carlos,d,3117.61,False
321,2025-04-28,ana,a,4643.45,True
322,2025-02-09,marta,a,2484.47,True
323,2025-08-13,sofia,b,2666.85,True
324,2025-12-01,jose,c,3029.88,False
325,2025-12-22,laura,c,3700.7,False
326,2025-03-26,luis,d,405.66,True
327,2025-03-28,diego,b,2602.65,True
328,2025-01-14,ana,a,2433.88,True
329,2025-02-21,diego,a,4612.34,False
330,2025-07-22,marta,a,2492.86,True
331,2025-07-19,carlos,a,2368.19,True
332,2025-05-16,diego,d,4812.89,True
333,2025-04-24,carlos,b,2280.35,True
334,2025-10-30,laura,d,945.38,False
335,2025-06-17,sofia,c,1123.73,True
336,2025-10-23,jose,c,521.18,True
337,2025-12-18,diego,b,52.81,True
338,2025-04-26,marta,d,2188.13,True
339,2025-03-15,laura,a,3857.75,True
340,2025-12-14,carlos,a,3680.66,True
341,2025-08-20,sofia,b,209.14,True
342,2025-04-17,luis,b,2871.42,True
343,2025-08-15,ana,c,813.7,True
344,2025-07-07,sofia,c,4708.33,True
345,2025-11-27,luis,c,878.46,True
346,2025-04-04,jose,b,3151.86,True
347,2025-12-28,laura,b,1664.88,True
348,2025-12-08,diego,d,3225.73,True
349,2025-03-07,diego,a,2090.68,True
350,2025-03-02,sofia,c,3810.23,True
351,2025-07-14,ana,c,1191.86,True
352,2025-01-17,carlos,d,4533.67,True
353,2025-04-20,carlos,c,2526.04,False
354,2025-06-08,jose,b,3792.66,True
355,2025-12-20,luis,b,4256.16,True
356,2025-12-29,carlos,b,4994.2,False
357,2025-02-25,marta,b,1158.53,True
358,2025-11-22,luis,a,1470.12,True
359,2025-02-03,ana,c,1289.64,True
360,2025-10-01,marta,a,1351.21,True
361,2025-11-05,ana,c,2933.1,True
362,2025-11-22,ana,d,4967.94,True
363,2025-03-23,marta,d,4951.88,True
364,2025-11-23,luis,a,2657.53,True
365,2025-02-12,sofia,d,3213.18,True
366,2025-07-09,ana,a,4306.85,True
367,2025-06-21,marta,b,4668.02,True
368,2025-04-26,carlos,a,1059.11,True
369,2025-01-09,jose,a,2666.28,False
370,2025-10-09,diego,a,4172.54,True
371,2025-05-03,jose,a,1550.85,True
372,2025-08-30,marta,d,2227.05,True
373,2025-05-30,carlos,a,4928.82,True
374,2025-05-17,carlos,b,4925.98,True
375,2025-11-20,jose,c,4535.23,True
376,2025-02-04,jose,d,4002.32,True
377,2025-09-26,jose,d,1382.2,True
378,2025-09-30,laura,a,1638.21,True
379,2025-05-19,sofia,d,2759.05,True
380,2025-04-06,sofia,c,2825.85,True
381,2025-01-02,jose,a,2552.24,True
382,2025-12-08,marta,b,3201.52,True
383,2025-12-12,marta,d,2071.2,True
384,2025-03-29,jose,b,3758.41,True
385,2025-01-12,carlos,a,1701.07,True
386,2025-02-14,luis,d,1686.85,True
387,2025-01-25,sofia,d,679.77,True
388,2025-10-31,marta,d,984.13,False
389,2025-11-22,jose,d,4260.08,True
390,2025-02-25,jose,d,2259.1,True
391,2025-09-30,marta,b,1177.95,True
392,2025-03-07,sofia,a,3808.74,False
393,2025-05-15,jose,c,2792.21,True
394,2025-08-07,diego,a,154.72,True
395,2025-09-20,luis,b,1615.99,False
396,2025-11-16,sofia,c,926.16,True
397,2025-01-17,sofia,d,3296.57,False
398,2025-03-13,diego,b,1411.4,True
399,2025-04-13,ana,b,371.49,True
400,2025-04-24,marta,c,321.93,True
401,2025-12-31,laura,a,2929.55,True
402,2025-10-11,luis,c,157.53,False
403,2025-04-27,marta,c,4251.52,True
404,2025-12-21,marta,c,819.22,False
405,2025-07-02,luis,b,3052.5,True
406,2025-07-02,luis,d,2251.21,True
407,2025-06-08,marta,b,2242.12,False
408,2025-02-22,laura,c,405.4,True
409,2025-12-08,ana,b,4023.62,False
410,2025-01-06,marta,a,4470.61,True
411,2025-03-05,ana,c,104.53,True
412,2025-03-25,sofia,a,934.09,True
413,2025-04-12,marta,d,4524.33,True
414,2025-02-18,laura,c,2769.99,True
415,2025-01-07,sofia,b,792.7,True
416,2025-09-05,laura,b,1053.81,True
417,2025-12-20,diego,c,3316.93,True
418,2025-02-14,carlos,b,3637.84,False
419,2025-04-19,laura,b,3017.16,True
420,2025-07-04,carlos,b,4768.08,True
421,2025-12-05,jose,b,2495.61,False
422,2025-09-11,jose,d,1536.35,True
423,2025-10-07,sofia,a,2412.3,True
424,2025-08-01,diego,d,1830.35,True
425,2025-06-02,marta,b,1160.86,True
426,2025-03-14,laura,c,277.52,True
427,2025-11-12,diego,a,1793.45,True
428,2025-10-21,jose,b,3571.48,True
429,2025-01-10,marta,d,141.27,True
430,2025-09-19,laura,b,2223.93,True
431,2025-01-31,carlos,a,3237.85,True
432,2025-09-27,luis,c,3071.5,True
433,2025-10-29,luis,a,3894.41,True
434,2025-02-17,sofia,b,4062.07,False
435,2025-06-08,marta,b,3572.94,True
436,2025-02-15,ana,c,558.85,True
437,2025-07-27,carlos,c,2401.36,True
438,2025-12-05,diego,c,3036.86,True
439,2025-01-30,marta,d,1265.55,True
440,2025-05-26,jose,a,260.63,True
441,2025-12-22,laura,b,1156.77,False
442,2025-04-20,sofia,a,2301.73,True
443,2025-02-18,jose,a,2098.96,False
444,2025-06-28,carlos,a,924.5,True
445,2025-07-05,luis,c,4130.86,True
446,2025-08-30,ana,d,4632.15,True
447,2025-04-25,jose,d,1046.67,True
448,2025-12-15,jose,c,4651.39,True
449,2025-07-10,diego,d,138.41,False
450,2025-04-15,ana,a,4628.56,False
451,2025-12-17,marta,d,4762.05,True
452,2025-12-04,ana,d,109.66,True
453,2025-07-02,ana,a,3826.95,True
454,2025-01-10,luis,b,4852.5,False
455,2025-08-06,sofia,d,4534.22,True
456,2025-07-22,ana,b,4855.02,True
457,2025-02-24,jose,d,2774.1,True
458,2025-08-20,carlos,d,436.87,True
459,2025-11-03,marta,b,4256.46,True
460,2025-02-08,sofia,a,3088.45,False
461,2025-09-22,laura,b,3092.95,True
462,2025-02-21,marta,a,2115.41,False
463,2025-10-01,ana,b,2880.62,True
464,2025-06-02,ana,c,810.22,True
465,2025-01-03,laura,b,3711.86,True
466,2025-12-19,ana,a,421.34,True
467,2025-03-02,diego,b,3662.41,True
468,2025-08-06,carlos,c,4252.44,True
469,2025-03-08,laura,a,2388.72,True
470,2025-12-07,ana,a,2573.66,True
471,2025-09-27,jose,d,1595.46,True
472,2025-10-21,diego,a,4848.82,True
473,2025-06-07,carlos,b,3678.97,True
474,2025-06-20,luis,a,1876.49,False
475,2025-08-20,jose,a,915.3,True
476,2025-10-14,marta,b,1136.92,False
477,2025-11-06,carlos,c,2346.42,True
478,2025-01-07,carlos,a,4715.71,True
479,2025-08-31,luis,a,3684.02,True
480,2025-02-09,carlos,a,1115.46,False
481,2025-04-16,luis,c,4304.83,True
482,2025-10-30,ana,d,1922.09,True
483,2025-04-02,marta,a,4266.02,True
484,2025-10-18,ana,b,1246.41,True
485,2025-06-18,carlos,b,3112.37,True
486,2025-03-26,laura,b,4637.02,True
487,2025-05-02,luis,a,1326.58,True
488,2025-07-13,ana,a,3479.99,True
489,2025-10-07,ana,c,4937.2,True
490,2025-08-10,sofia,b,795.46,True
491,2025-12-07,marta,b,487.59,True
492,2025-11-13,carlos,b,3387.27,False
493,2025-10-02,ana,d,1731.69,True
494,2025-08-09,marta,c,402.66,True
495,2025-04-16,carlos,b,2402.76,True
496,2025-05-31,carlos,a,3781.16,True
497,2025-02-13,sofia,d,1461.36,True
498,2025-05-17,laura,d,1708.48,True
499,2025-12-05,carlos,a,4236.21,False
500,2025-06-05,laura,d,2624.36,True
501,2025-02-11,sofia,c,4221.52,False
502,2025-08-26,marta,a,2259.63,True
503,2025-12-18,luis,d,4767.23,True
504,2025-11-13,marta,a,3271.43,True
505,2025-04-11,sofia,a,623.7,True
506,2025-06-15,luis,a,4431.21,True
507,2025-07-13,jose,b,2471.86,True
508,2025-04-01,carlos,c,751.11,True
509,2025-04-09,laura,b,805.82,True
510,2025-03-28,diego,a,3453.29,True
511,2025-12-30,marta,a,284.49,True
512,2025-09-30,luis,d,1468.64,False
513,2025-11-03,diego,d,741.95,True
514,2025-10-26,marta,d,2233.33,True
515,2025-12-17,luis,a,2101.05,True
516,2025-02-08,jose,d,2633.29,True
517,2025-11-18,carlos,c,1434.2,False
518,2025-01-25,ana,c,208.62,True
519,2025-06-23,carlos,a,3091.21,True
520,2025-08-05,carlos,d,1899.9,True
521,2025-05-11,laura,b,3274.11,True
522,2025-02-23,diego,a,587.9,True
523,2025-03-12,luis,a,118.2,True
524,2025-10-29,luis,b,1279.06,True
525,2025-04-27,sofia,a,2309.91,True
526,2025-04-24,ana,b,2000.66,True
527,2025-12-04,marta,b,4061.0,True
528,2025-02-22,luis,d,1920.3,False
529,2025-12-01,ana,a,2675.68,True
530,2025-12-03,jose,c,2987.9,True
531,2025-08-07,ana,d,158.07,True
532,2025-03-02,ana,d,2599.91,True
533,2025-02-26,jose,d,1756.91,True
534,2025-04-14,luis,a,2135.34,True
535,2025-07-30,laura,d,546.42,False
536,2025-02-26,ana,d,3924.96,True
537,2025-06-16,luis,b,4714.9,True
538,2025-02-12,ana,b,160.23,True
539,2025-07-17,diego,c,3026.8,True
540,2025-01-08,sofia,b,3831.03,True
541,2025-09-16,carlos,b,1459.8,True
542,2025-01-21,luis,d,3948.4,False
543,2025-03-13,ana,d,3180.16,True
544,2025-03-05,sofia,b,4649.36,True
545,2025-10-31,luis,d,4905.97,True
546,2025-01-20,sofia,b,259.61,False
547,2025-06-06,diego,d,2252.44,True
548,2025-08-04,laura,c,2757.59,True
549,2025-07-08,carlos,b,776.38,False
550,2025-09-06,ana,a,1714.61,True
551,2025-10-21,marta,c,4938.85,False
552,2025-05-24,laura,b,130.34,True
553,2025-10-30,sofia,a,2289.91,True
554,2025-04-27,sofia,a,4221.14,True
555,2025-12-26,carlos,d,1653.31,True
556,2025-07-04,luis,a,2425.0,True
557,2025-09-26,jose,d,4891.33,True
558,2025-11-16,laura,d,2400.64,True
559,2025-10-17,jose,a,698.06,True
560,2025-11-07,laura,c,306.02,True
561,2025-07-15,marta,c,4729.81,True
562,2025-01-16,marta,b,1365.76,True
563,2025-06-29,luis,c,2545.12,True
564,2025-03-08,jose,b,498.97,False
565,2025-11-21,sofia,b,2147.09,True
566,2025-03-28,carlos,b,4654.02,True
567,2025-03-25,jose,d,2536.94,True
568,2025-04-02,sofia,c,4857.12,True
569,2025-08-23,jose,b,1331.24,True
570,2025-07-28,jose,d,2547.5,True
571,2025-12-13,ana,d,4304.68,True
572,2025-06-01,marta,d,2268.85,False
573,2025-04-14,diego,c,1433.46,False
574,2025-01-18,laura,b,4284.6,True
575,2025-01-03,luis,d,1979.95,False
576,2025-05-17,marta,b,2677.08,False
577,2025-12-04,sofia,b,4883.81,True
578,2025-07-11,laura,b,973.09,True
579,2025-11-23,ana,d,1541.93,True
580,2025-02-07,sofia,c,203.79,True
581,2025-02-04,marta,b,1989.6,True
582,2025-11-01,luis,b,1040.91,True
583,2025-02-08,sofia,b,3416.17,True
584,2025-01-19,carlos,c,947.54,True
585,2025-05-28,diego,b,3390.32,True
586,2025-12-04,marta,c,1354.2,True
587,2025-09-09,laura,b,1808.33,True
588,2025-02-06,ana,b,1776.86,True
589,2025-11-02,laura,d,3597.92,True
590,2025-11-04,ana,b,2359.22,False
591,2025-10-20,diego,a,1838.43,False
592,2025-11-26,marta,b,4270.48,False
593,2025-03-29,carlos,c,2881.16,False
594,2025-12-24,ana,a,1108.46,False
595,2025-04-28,diego,b,4505.45,True
596,2025-10-20,luis,a,1746.12,True
597,2025-07-31,diego,c,242.95,True
598,2025-10-12,diego,c,2498.27,True
599,2025-08-18,laura,d,663.49,True
600,2025-08-23,diego,b,1230.41,True
601,2025-08-13,marta,d,3748.2,False
602,2025-10-12,diego,a,697.22,True
603,2025-09-27,laura,d,4044.37,False
604,2025-02-19,marta,c,4687.69,True
605,2025-10-29,ana,d,3052.33,True
606,2025-07-15,jose,d,3566.28,True
607,2025-04-28,luis,c,3582.25,True
608,2025-07-07,sofia,b,4964.4,True
609,2025-12-19,luis,c,1740.61,True
610,2025-11-10,luis,d,856.14,False
611,2025-11-01,laura,d,2619.88,True
612,2025-06-18,luis,d,2689.59,True
613,2025-10-14,diego,a,930.67,True
614,2025-05-21,diego,c,3084.89,True
615,2025-09-08,ana,a,119.92,True
616,2025-08-22,luis,c,4641.96,True
617,2025-04-02,laura,d,1359.64,True
618,2025-04-08,sofia,a,245.82,True
619,2025-01-23,ana,c,585.83,True
620,2025-02-21,jose,d,1239.23,True
621,2025-06-08,marta,d,1405.84,True
622,2025-06-24,ana,b,212.41,True
623,2025-03-02,jose,a,1432.81,True
624,2025-06-02,ana,d,1005.06,True
625,2025-08-09,sofia,d,1924.17,True
626,2025-03-26,jose,c,1956.58,True
627,2025-05-04,sofia,d,1728.09,True
628,2025-05-15,sofia,a,1673.22,True
629,2025-07-04,carlos,c,494.17,True
630,2025-05-14,luis,a,174.76,False
631,2025-09-26,sofia,d,1050.47,True
632,2025-04-30,jose,c,3795.41,False
633,2025-06-08,ana,d,4954.51,True
634,2025-05-19,jose,c,4646.2,True
635,2025-03-08,carlos,a,2545.89,True
636,2025-09-08,sofia,a,2682.53,True
637,2025-03-27,luis,b,1607.18,False
638,2025-04-19,sofia,c,3881.0,True
639,2025-10-17,luis,a,3835.55,True
640,2025-12-13,marta,d,4229.15,True
641,2025-09-02,diego,a,4482.75,True
642,2025-12-01,ana,b,2200.03,True
643,2025-11-08,carlos,a,3846.03,False
644,2025-06-25,sofia,b,4041.67,True
645,2025-10-09,luis,b,1576.88,False
646,2025-04-30,marta,a,4649.75,True
647,2025-06-18,marta,c,516.99,True
648,2025-07-15,diego,d,4971.63,True
649,2025-12-17,jose,d,3861.95,False
650,2025-11-06,laura,b,511.69,True
651,2025-06-28,luis,d,3298.34,True
652,2025-08-27,ana,d,219.19,True
653,2025-03-15,ana,d,3862.43,True
654,2025-10-21,sofia,b,4006.15,True
655,2025-07-21,luis,d,3031.93,True
656,2025-07-14,luis,c,4291.46,True
657,2025-10-07,laura,a,534.52,True
658,2025-08-20,laura,b,1415.82,True
659,2025-01-27,laura,c,2100.18,False
660,2025-04-16,marta,a,260.17,True
661,2025-03-06,sofia,b,2268.67,False
662,2025-09-26,sofia,d,1362.81,False
