id,servicio,costo,codigo,fecha,ciudad,sucursal,canal,metodo_pago,cantidad
2214.0,frutas verduras,49154.0,fv268,2026-02-14,bucaramanga,occidente,web,efectivo,1.0
962.0,aseo hogar,104320.0,ah370,2026-03-01,medellin,centro,,tarjeta,23.0
3898.0,mercado general,245821.0,mg008,2026-01-14,medellin,sur,domicilio,efectivo,2.0
4790.0,mercado general,238587.0,mg173,2026-02-14,medellin,sur,,transferencia,19.0
281.0,frutas verduras,51779.0,fv235,2026-02-22,bucaramanga,occidente,caja,billetera digital,26.0
4578.0,aseo hogar,99506.0,ah245,2026-02-25,bogota,sur,web,efectivo,12.0
617.0,frutas verduras,73232.0,fv002,2026-01-15,bucaramanga,centro,app,transferencia,20.0
1788.0,aseo hogar,62770.0,ah240,2026-01-01,bogota,centro,caja,efectivo,25.0
1465.0,frutas verduras,48835.0,fv257,2026-02-10,bogota,norte,web,,10.0
1866.0,mercado general,222584.0,mg261,2026-02-25,bogota,norte,,efectivo,10.0
889.0,aseo hogar,41478.0,ah106,2026-02-09,medellin,norte,caja,efectivo,3.0
1267.0,frutas verduras,41537.0,fv048,2026-03-01,bogota,sur,domicilio,efectivo,2.0
3453.0,mercado general,208552.0,mg124,2026-01-01,medellin,centro,app,efectivo,28.0
2252.0,aseo hogar,61070.0,ah380,2026-01-27,bogota,occidente,domicilio,tarjeta,14.0
3001.0,mercado general,203011.0,mg297,2026-02-06,medellin,sur,web,tarjeta,25.0
3764.0,aseo hogar,118034.0,ah056,2026-02-26,medellin,occidente,,tarjeta,10.0
2149.0,mercado general,98781.0,mg355,2026-01-04,bucaramanga,centro,app,transferencia,20.0
3416.0,aseo hogar,124913.0,ah319,2026-01-26,cali,sur,domicilio,,8.0
1792.0,mercado general,189683.0,mg073,2026-01-15,cali,centro,,efectivo,12.0
3903.0,mercado general,134529.0,mg110,2026-01-23,bogota,centro,app,efectivo,20.0
3615.0,frutas verduras,49870.0,fv174,2026-01-10,bogota,norte,,tarjeta,14.0
4235.0,frutas verduras,28700.0,fv080,2026-01-07,barranquilla,norte,app,billetera digital,18.0
3932.0,mercado general,129087.0,mg119,2026-02-14,barranquilla,centro,caja,efectivo,16.0
276.0,aseo hogar,44792.0,ah327,2026-01-21,medellin,sur,web,efectivo,13.0
2282.0,mercado general,199683.0,mg244,2026-01-10,bucaramanga,sur,,tarjeta,13.0
4501.0,frutas verduras,49581.0,fv266,2026-01-01,barranquilla,norte,domicilio,efectivo,7.0
4906.0,aseo hogar,66544.0,ah344,2026-01-20,medellin,sur,app,transferencia,10.0
3997.0,frutas verduras,14273.0,fv040,2026-01-01,medellin,centro,web,efectivo,16.0
4719.0,frutas verduras,17981.0,fv161,2026-01-30,barranquilla,norte,caja,tarjeta,19.0
2197.0,frutas verduras,84816.0,fv285,2026-01-06,medellin,centro,web,transferencia,18.0
4042.0,mercado general,245136.0,mg386,2026-02-08,bucaramanga,occidente,domicilio,transferencia,22.0
354.0,aseo hogar,95975.0,ah340,2026-02-06,medellin,occidente,app,,15.0
1375.0,mercado general,234143.0,mg306,2026-01-06,bogota,sur,caja,billetera digital,26.0
3299.0,frutas verduras,67304.0,fv274,2026-01-01,barranquilla,norte,domicilio,efectivo,17.0
3950.0,aseo hogar,32241.0,ah378,2026-02-26,barranquilla,norte,app,billetera digital,16.0
3814.0,mercado general,157535.0,mg308,2026-01-01,medellin,centro,app,transferencia,9.0
1337.0,frutas verduras,63433.0,fv015,2026-01-05,barranquilla,occidente,domicilio,tarjeta,15.0
437.0,frutas verduras,87600.0,fv306,2026-01-23,barranquilla,norte,,efectivo,15.0
2916.0,aseo hogar,84514.0,ah058,2026-02-16,cali,centro,web,,28.0
3332.0,mercado general,209278.0,mg034,2026-02-20,bogota,occidente,app,billetera digital,12.0
1088.0,mercado general,247138.0,mg043,2026-01-18,medellin,sur,,efectivo,6.0
2035.0,mercado general,201491.0,mg233,2026-01-01,bucaramanga,sur,caja,transferencia,23.0
3860.0,mercado general,227006.0,mg135,2026-01-10,cali,norte,app,billetera digital,24.0
4209.0,aseo hogar,111173.0,ah305,2026-01-10,barranquilla,norte,web,,12.0
2109.0,aseo hogar,56074.0,ah253,2026-02-01,bogota,centro,app,tarjeta,25.0
604.0,mercado general,155537.0,mg272,2026-01-26,bogota,occidente,app,transferencia,10.0
2674.0,mercado general,135161.0,mg202,2026-01-27,medellin,norte,web,tarjeta,26.0
2355.0,mercado general,96899.0,mg203,2026-01-16,cali,centro,domicilio,tarjeta,7.0
2003.0,frutas verduras,81792.0,fv344,2026-01-08,bogota,norte,web,transferencia,9.0
4009.0,mercado general,130996.0,mg331,2026-01-01,medellin,centro,app,efectivo,12.0
152.0,frutas verduras,77219.0,fv301,2026-01-01,barranquilla,norte,app,tarjeta,27.0
4448.0,frutas verduras,67444.0,fv398,2026-02-08,cali,centro,web,efectivo,24.0
3788.0,aseo hogar,135792.0,ah365,2026-01-24,medellin,centro,,tarjeta,13.0
1019.0,mercado general,240243.0,mg108,2026-01-05,bogota,norte,,efectivo,25.0
3085.0,mercado general,132740.0,mg010,2026-01-01,barranquilla,centro,domicilio,tarjeta,9.0
2200.0,aseo hogar,116196.0,ah389,2026-01-01,bogota,norte,domicilio,transferencia,10.0
3388.0,aseo hogar,77618.0,ah062,2026-02-23,medellin,sur,app,billetera digital,7.0
2688.0,mercado general,197875.0,mg351,2026-02-01,bogota,centro,app,tarjeta,6.0
3902.0,mercado general,183777.0,mg007,2026-01-01,cali,occidente,web,billetera digital,30.0
4337.0,aseo hogar,135711.0,ah221,2026-02-14,barranquilla,occidente,,efectivo,15.0
4985.0,aseo hogar,79817.0,ah041,2026-02-07,medellin,centro,web,billetera digital,3.0
4241.0,aseo hogar,93141.0,ah135,2026-01-26,cali,centro,,transferencia,3.0
438.0,aseo hogar,42670.0,ah062,2026-02-07,barranquilla,norte,app,efectivo,22.0
1129.0,mercado general,148890.0,mg219,2026-01-17,medellin,norte,web,tarjeta,16.0
4881.0,frutas verduras,54931.0,fv080,2026-01-29,barranquilla,sur,domicilio,transferencia,27.0
4527.0,mercado general,108349.0,mg347,2026-01-12,medellin,sur,,efectivo,3.0
4134.0,mercado general,125000.0,mg280,2026-01-31,barranquilla,sur,app,,12.0
259.0,mercado general,168686.0,mg187,2026-01-06,bucaramanga,centro,domicilio,tarjeta,14.0
1975.0,frutas verduras,62201.0,fv046,2026-01-22,bogota,occidente,caja,billetera digital,18.0
3330.0,mercado general,149426.0,mg028,2026-02-13,barranquilla,sur,domicilio,billetera digital,29.0
357.0,frutas verduras,73098.0,fv200,2026-01-04,bogota,occidente,web,efectivo,26.0
4014.0,aseo hogar,44148.0,ah160,2026-02-06,cali,centro,web,billetera digital,18.0
2816.0,aseo hogar,83548.0,ah156,2026-02-04,barranquilla,occidente,app,billetera digital,19.0
4591.0,aseo hogar,35887.0,ah214,2026-02-07,bogota,norte,caja,efectivo,3.0
3570.0,aseo hogar,110294.0,ah280,2026-01-17,bogota,centro,web,efectivo,24.0
4227.0,mercado general,228665.0,mg025,2026-01-18,cali,centro,web,billetera digital,18.0
3846.0,mercado general,188874.0,mg114,2026-01-08,medellin,centro,,transferencia,19.0
555.0,frutas verduras,46990.0,fv276,2026-03-03,bogota,centro,,transferencia,21.0
1395.0,mercado general,151333.0,mg311,2026-01-13,bogota,centro,web,efectivo,21.0
957.0,aseo hogar,125803.0,ah099,2026-01-02,bucaramanga,centro,app,tarjeta,28.0
3807.0,aseo hogar,134837.0,ah186,2026-01-01,bucaramanga,norte,caja,billetera digital,6.0
1265.0,mercado general,89292.0,mg249,2026-03-01,medellin,norte,,transferencia,10.0
2022.0,frutas verduras,64780.0,fv243,2026-01-10,bogota,norte,web,transferencia,17.0
1422.0,frutas verduras,36547.0,fv053,2026-02-27,barranquilla,centro,web,tarjeta,23.0
4584.0,mercado general,131992.0,mg336,2026-01-22,barranquilla,occidente,,tarjeta,16.0
4046.0,mercado general,223072.0,mg262,2026-01-12,bogota,sur,web,transferencia,29.0
3084.0,frutas verduras,23027.0,fv057,2026-01-02,barranquilla,centro,app,efectivo,28.0
735.0,frutas verduras,61856.0,fv077,2026-02-23,cali,occidente,domicilio,billetera digital,9.0
3609.0,frutas verduras,29996.0,fv007,2026-01-01,bucaramanga,occidente,app,tarjeta,5.0
3516.0,frutas verduras,81723.0,fv210,2026-03-02,bucaramanga,occidente,web,efectivo,18.0
2204.0,frutas verduras,26227.0,fv232,2026-01-01,medellin,sur,caja,tarjeta,24.0
419.0,mercado general,80135.0,mg114,2026-02-17,medellin,centro,,tarjeta,19.0
4168.0,mercado general,131176.0,mg397,2026-01-20,bucaramanga,occidente,domicilio,efectivo,25.0
2656.0,mercado general,121569.0,mg217,2026-03-03,barranquilla,sur,caja,transferencia,4.0
4639.0,frutas verduras,29910.0,fv208,2026-02-13,bucaramanga,centro,,tarjeta,24.0
2806.0,mercado general,139224.0,mg281,2026-01-11,barranquilla,occidente,app,,16.0
2834.0,mercado general,156929.0,mg375,2026-02-01,barranquilla,centro,app,,6.0
299.0,mercado general,112439.0,mg376,2026-01-25,cali,sur,domicilio,transferencia,4.0
4970.0,aseo hogar,96293.0,ah291,2026-01-15,medellin,sur,web,,16.0
1216.0,mercado general,178161.0,mg115,2026-02-18,cali,centro,web,efectivo,13.0
534.0,frutas verduras,34312.0,fv164,2026-01-23,bucaramanga,sur,caja,,10.0
4876.0,mercado general,224813.0,mg367,2026-02-16,barranquilla,occidente,app,tarjeta,17.0
3235.0,frutas verduras,55036.0,fv221,2026-01-16,bogota,occidente,app,tarjeta,3.0
1787.0,mercado general,233127.0,mg087,2026-01-03,barranquilla,occidente,web,billetera digital,21.0
1941.0,mercado general,156607.0,mg128,2026-02-18,bucaramanga,sur,caja,billetera digital,3.0
2394.0,mercado general,145738.0,mg060,2026-02-25,cali,centro,app,transferencia,11.0
3957.0,aseo hogar,22489.0,ah263,2026-02-27,barranquilla,norte,app,tarjeta,18.0
1022.0,frutas verduras,76404.0,fv050,2026-02-01,cali,norte,web,tarjeta,30.0
347.0,frutas verduras,47412.0,fv047,2026-01-11,barranquilla,occidente,app,tarjeta,9.0
2652.0,mercado general,158173.0,mg335,2026-01-01,barranquilla,sur,caja,billetera digital,14.0
15.0,frutas verduras,47718.0,fv169,2026-02-17,barranquilla,sur,,transferencia,23.0
4930.0,frutas verduras,60569.0,fv188,2026-02-16,cali,sur,,billetera digital,1.0
1245.0,frutas verduras,44928.0,fv210,2026-02-07,barranquilla,norte,web,billetera digital,29.0
2803.0,aseo hogar,81013.0,ah260,2026-02-13,bogota,centro,web,transferencia,8.0
674.0,mercado general,141692.0,mg241,2026-01-29,medellin,sur,,efectivo,17.0
4330.0,mercado general,172133.0,mg343,2026-02-06,medellin,occidente,domicilio,billetera digital,18.0
517.0,mercado general,94108.0,mg087,2026-01-10,medellin,centro,domicilio,transferencia,12.0
541.0,frutas verduras,33969.0,fv321,2026-02-25,barranquilla,centro,caja,transferencia,26.0
1950.0,aseo hogar,50573.0,ah233,2026-01-10,cali,norte,caja,tarjeta,5.0
2326.0,mercado general,186767.0,mg197,2026-02-20,bogota,sur,domicilio,,25.0
3859.0,aseo hogar,24140.0,ah371,2026-01-01,bogota,sur,app,efectivo,19.0
244.0,frutas verduras,67340.0,fv084,2026-01-19,bogota,centro,domicilio,billetera digital,17.0
1264.0,mercado general,102230.0,mg005,2026-01-23,bogota,occidente,app,tarjeta,15.0
934.0,frutas verduras,31889.0,fv076,2026-01-09,bucaramanga,sur,caja,billetera digital,1.0
3260.0,frutas verduras,49755.0,fv253,2026-01-01,medellin,sur,caja,tarjeta,1.0
3193.0,mercado general,161513.0,mg314,2026-01-27,medellin,norte,caja,billetera digital,2.0
2695.0,frutas verduras,35643.0,fv374,2026-01-07,bogota,sur,,tarjeta,7.0
2446.0,frutas verduras,53825.0,fv362,2026-01-29,bucaramanga,centro,domicilio,tarjeta,5.0
82.0,aseo hogar,91100.0,ah102,2026-01-12,cali,sur,app,efectivo,24.0
4884.0,mercado general,246481.0,mg005,2026-01-06,medellin,norte,,billetera digital,23.0
3908.0,aseo hogar,79651.0,ah156,2026-01-02,medellin,occidente,web,efectivo,22.0
754.0,mercado general,223691.0,mg199,2026-01-01,barranquilla,sur,domicilio,billetera digital,5.0
139.0,mercado general,248848.0,mg348,2026-01-14,bucaramanga,occidente,app,tarjeta,21.0
2523.0,frutas verduras,22942.0,fv271,2026-01-22,bucaramanga,norte,domicilio,transferencia,13.0
928.0,mercado general,150595.0,mg334,2026-01-26,medellin,occidente,,tarjeta,19.0
2070.0,mercado general,249114.0,mg165,2026-01-01,medellin,occidente,web,transferencia,15.0
195.0,aseo hogar,117450.0,ah178,2026-02-22,barranquilla,norte,,efectivo,13.0
3834.0,frutas verduras,20503.0,fv194,2026-01-24,barranquilla,sur,,transferencia,15.0
3235.0,aseo hogar,111756.0,ah287,2026-02-18,medellin,occidente,web,billetera digital,1.0
2027.0,aseo hogar,133790.0,ah073,2026-01-03,bucaramanga,centro,,efectivo,6.0
1838.0,aseo hogar,85989.0,ah352,2026-02-16,cali,sur,domicilio,billetera digital,29.0
4348.0,mercado general,96960.0,mg398,2026-01-01,bogota,occidente,app,tarjeta,16.0
1623.0,frutas verduras,68203.0,fv025,2026-01-01,cali,sur,app,transferencia,13.0
1953.0,frutas verduras,73500.0,fv012,2026-01-07,medellin,centro,web,,19.0
1019.0,frutas verduras,86509.0,fv311,2026-02-08,bogota,sur,web,transferencia,23.0
4098.0,aseo hogar,91164.0,ah027,2026-03-01,bucaramanga,centro,app,billetera digital,21.0
2428.0,mercado general,80505.0,mg186,2026-02-17,bucaramanga,centro,,transferencia,25.0
1594.0,mercado general,169857.0,mg304,2026-01-01,bucaramanga,occidente,app,tarjeta,3.0
3893.0,aseo hogar,59871.0,ah138,2026-01-29,bogota,centro,,transferencia,17.0
1796.0,frutas verduras,72731.0,fv230,2026-03-03,barranquilla,occidente,domicilio,tarjeta,22.0
2337.0,frutas verduras,52161.0,fv253,2026-01-24,medellin,occidente,caja,billetera digital,24.0
4268.0,frutas verduras,46431.0,fv215,2026-01-01,barranquilla,centro,app,billetera digital,1.0
2687.0,frutas verduras,41541.0,fv264,2026-02-04,barranquilla,norte,,efectivo,3.0
3449.0,aseo hogar,131550.0,ah259,2026-01-21,bogota,occidente,app,tarjeta,23.0
1981.0,frutas verduras,22792.0,fv038,2026-02-12,bucaramanga,occidente,caja,billetera digital,13.0
925.0,frutas verduras,62742.0,fv113,2026-02-05,bucaramanga,sur,web,transferencia,2.0
1444.0,aseo hogar,101459.0,ah007,2026-02-18,medellin,centro,,transferencia,30.0
3307.0,aseo hogar,89080.0,ah360,2026-01-01,barranquilla,sur,web,billetera digital,25.0
1391.0,mercado general,217155.0,mg040,2026-01-01,cali,sur,domicilio,billetera digital,25.0
1463.0,frutas verduras,31500.0,fv209,2026-01-11,cali,centro,domicilio,transferencia,17.0
2148.0,frutas verduras,87186.0,fv320,2026-01-18,bucaramanga,sur,caja,,4.0
3986.0,frutas verduras,70477.0,fv084,2026-01-14,bogota,sur,caja,transferencia,6.0
3715.0,aseo hogar,116572.0,ah049,2026-01-01,cali,occidente,app,transferencia,26.0
4214.0,aseo hogar,84005.0,ah085,2026-02-10,bogota,sur,caja,transferencia,22.0
1708.0,aseo hogar,134385.0,ah386,2026-01-31,bucaramanga,centro,domicilio,transferencia,20.0
2251.0,aseo hogar,126384.0,ah274,2026-01-01,medellin,sur,web,efectivo,3.0
4439.0,aseo hogar,66756.0,ah192,2026-01-20,bucaramanga,norte,app,efectivo,7.0
4829.0,frutas verduras,49704.0,fv284,2026-01-09,bucaramanga,centro,caja,tarjeta,12.0
1969.0,frutas verduras,63871.0,fv152,2026-02-08,medellin,occidente,app,efectivo,19.0
4045.0,mercado general,120360.0,mg357,2026-01-19,barranquilla,norte,web,efectivo,29.0
3890.0,mercado general,116714.0,mg355,2026-01-01,bucaramanga,norte,app,transferencia,20.0
442.0,aseo hogar,94509.0,ah228,2026-02-26,cali,norte,app,,24.0
1611.0,aseo hogar,115993.0,ah352,2026-03-02,cali,norte,caja,efectivo,20.0
3438.0,mercado general,161448.0,mg289,2026-02-28,medellin,sur,caja,billetera digital,26.0
1487.0,frutas verduras,46798.0,fv032,2026-01-26,cali,centro,web,efectivo,3.0
4.0,frutas verduras,49934.0,fv317,2026-01-08,medellin,sur,caja,,25.0
3073.0,mercado general,150759.0,mg298,2026-02-07,bucaramanga,norte,web,tarjeta,16.0
3523.0,aseo hogar,114738.0,ah147,2026-01-12,cali,centro,,tarjeta,23.0
1774.0,aseo hogar,42006.0,ah012,2026-01-11,medellin,occidente,app,tarjeta,29.0
4900.0,mercado general,127224.0,mg294,2026-01-01,bucaramanga,centro,app,efectivo,29.0
413.0,frutas verduras,88772.0,fv165,2026-01-19,bucaramanga,norte,app,,20.0
1567.0,frutas verduras,34003.0,fv241,2026-01-18,barranquilla,centro,app,transferencia,15.0
2751.0,aseo hogar,85782.0,ah375,2026-02-12,cali,occidente,caja,billetera digital,28.0
2283.0,aseo hogar,93844.0,ah392,2026-02-28,barranquilla,norte,,tarjeta,16.0
3421.0,frutas verduras,46309.0,fv175,2026-02-11,cali,norte,,transferencia,23.0
2310.0,frutas verduras,71789.0,fv135,2026-01-01,barranquilla,occidente,app,tarjeta,25.0
3401.0,mercado general,137991.0,mg057,2026-03-03,medellin,sur,caja,billetera digital,1.0
2848.0,mercado general,162306.0,mg113,2026-01-01,medellin,occidente,app,billetera digital,15.0
3302.0,frutas verduras,77304.0,fv308,2026-01-02,bucaramanga,sur,,billetera digital,12.0
2839.0,aseo hogar,97343.0,ah040,2026-02-12,medellin,sur,web,transferencia,19.0
2042.0,mercado general,224898.0,mg379,2026-02-05,bogota,occidente,domicilio,efectivo,28.0
69.0,frutas verduras,46710.0,fv048,2026-01-01,medellin,sur,domicilio,transferencia,18.0
3675.0,frutas verduras,38074.0,fv096,2026-01-01,cali,sur,app,tarjeta,2.0
2785.0,aseo hogar,136449.0,ah049,2026-02-25,medellin,occidente,web,transferencia,24.0
3659.0,aseo hogar,134584.0,ah179,2026-02-25,barranquilla,norte,app,tarjeta,30.0
1952.0,mercado general,184127.0,mg066,2026-01-21,bogota,norte,app,efectivo,7.0
2816.0,frutas verduras,85253.0,fv220,2026-02-22,medellin,centro,,efectivo,18.0
2791.0,frutas verduras,44319.0,fv229,2026-03-03,barranquilla,occidente,web,,4.0
2315.0,aseo hogar,34063.0,ah041,2026-01-09,bogota,centro,app,,19.0
1870.0,frutas verduras,36091.0,fv045,2026-01-15,bogota,centro,web,transferencia,21.0
3569.0,frutas verduras,66577.0,fv293,2026-02-03,cali,sur,,billetera digital,22.0
945.0,mercado general,98784.0,mg060,2026-02-23,bogota,sur,web,billetera digital,12.0
2799.0,frutas verduras,88857.0,fv012,2026-01-31,medellin,occidente,web,transferencia,29.0
1672.0,aseo hogar,37749.0,ah039,2026-02-11,barranquilla,norte,caja,transferencia,6.0
2869.0,mercado general,206241.0,mg351,2026-01-27,medellin,centro,web,tarjeta,22.0
2101.0,aseo hogar,66850.0,ah030,2026-01-04,medellin,occidente,caja,tarjeta,13.0
3085.0,mercado general,162703.0,mg189,2026-01-01,medellin,norte,web,efectivo,17.0
1974.0,mercado general,211497.0,mg087,2026-01-19,barranquilla,centro,web,,18.0
1218.0,aseo hogar,116218.0,ah251,2026-03-01,bucaramanga,occidente,caja,tarjeta,13.0
3862.0,aseo hogar,113058.0,ah317,2026-02-27,medellin,centro,caja,,14.0
3760.0,aseo hogar,55671.0,ah028,2026-02-14,medellin,norte,caja,,16.0
3507.0,frutas verduras,79238.0,fv288,2026-01-20,bucaramanga,norte,web,,21.0
4566.0,frutas verduras,16274.0,fv382,2026-01-01,bogota,centro,caja,tarjeta,21.0
4782.0,mercado general,142719.0,mg383,2026-02-02,cali,occidente,web,billetera digital,8.0
3750.0,aseo hogar,107522.0,ah365,2026-01-23,cali,norte,,tarjeta,11.0
4630.0,aseo hogar,102973.0,ah366,2026-01-18,bucaramanga,norte,caja,transferencia,15.0
3189.0,frutas verduras,80506.0,fv039,2026-01-25,cali,centro,caja,transferencia,24.0
1986.0,frutas verduras,11310.0,fv180,2026-01-11,medellin,centro,domicilio,,6.0
2994.0,aseo hogar,21601.0,ah241,2026-01-01,cali,occidente,app,tarjeta,27.0
768.0,aseo hogar,46430.0,ah360,2026-02-20,cali,occidente,domicilio,transferencia,27.0
781.0,aseo hogar,58432.0,ah220,2026-02-16,cali,sur,app,,30.0
619.0,aseo hogar,49455.0,ah209,2026-01-01,bucaramanga,norte,domicilio,billetera digital,28.0
307.0,aseo hogar,111176.0,ah076,2026-01-01,cali,sur,caja,efectivo,18.0
3576.0,frutas verduras,74655.0,fv313,2026-01-13,bogota,occidente,web,,15.0
2138.0,mercado general,130075.0,mg074,2026-01-22,medellin,norte,,billetera digital,30.0
3265.0,frutas verduras,11676.0,fv052,2026-02-19,bucaramanga,centro,,efectivo,19.0
4873.0,aseo hogar,43922.0,ah338,2026-01-21,medellin,centro,,tarjeta,17.0
1921.0,aseo hogar,54427.0,ah206,2026-02-14,cali,centro,app,tarjeta,2.0
1033.0,aseo hogar,48156.0,ah270,2026-01-11,medellin,centro,,efectivo,18.0
2209.0,aseo hogar,133924.0,ah293,2026-02-24,bogota,centro,caja,efectivo,27.0
4717.0,frutas verduras,49393.0,fv187,2026-01-01,bogota,occidente,domicilio,transferencia,6.0
4100.0,aseo hogar,65851.0,ah066,2026-02-14,medellin,norte,app,efectivo,12.0
492.0,frutas verduras,10510.0,fv275,2026-01-01,barranquilla,sur,caja,transferencia,17.0
2939.0,frutas verduras,21182.0,fv078,2026-02-09,bucaramanga,occidente,app,billetera digital,11.0
3992.0,aseo hogar,123695.0,ah119,2026-01-27,barranquilla,occidente,,transferencia,19.0
3675.0,aseo hogar,122479.0,ah191,2026-01-06,cali,sur,web,billetera digital,14.0
2977.0,aseo hogar,32446.0,ah136,2026-02-21,medellin,occidente,domicilio,billetera digital,25.0
4793.0,aseo hogar,110939.0,ah361,2026-01-22,bogota,sur,app,transferencia,9.0
4355.0,frutas verduras,37576.0,fv013,2026-01-01,bucaramanga,occidente,web,transferencia,26.0
3344.0,mercado general,108508.0,mg289,2026-01-01,cali,norte,domicilio,transferencia,16.0
347.0,mercado general,208713.0,mg289,2026-01-20,medellin,occidente,,tarjeta,29.0
4240.0,aseo hogar,33066.0,ah096,2026-02-11,bogota,norte,web,tarjeta,14.0
1099.0,mercado general,189419.0,mg138,2026-01-15,medellin,sur,app,transferencia,6.0
1169.0,frutas verduras,56392.0,fv122,2026-02-28,bucaramanga,occidente,domicilio,efectivo,23.0
1593.0,frutas verduras,71269.0,fv380,2026-02-24,bogota,norte,,efectivo,19.0
3553.0,mercado general,185144.0,mg393,2026-02-13,bogota,sur,web,billetera digital,2.0
3079.0,aseo hogar,120298.0,ah015,2026-01-15,bucaramanga,sur,caja,,21.0
2405.0,mercado general,235688.0,mg339,2026-02-07,medellin,sur,,efectivo,25.0
4088.0,frutas verduras,17786.0,fv378,2026-01-24,medellin,occidente,app,efectivo,7.0
4690.0,frutas verduras,16256.0,fv265,2026-01-27,bucaramanga,centro,web,,15.0
2945.0,mercado general,199783.0,mg382,2026-01-28,bucaramanga,occidente,app,tarjeta,13.0
2413.0,mercado general,113334.0,mg398,2026-02-16,cali,centro,domicilio,billetera digital,1.0
1371.0,aseo hogar,79127.0,ah072,2026-02-19,barranquilla,centro,,efectivo,11.0
4591.0,frutas verduras,20336.0,fv201,2026-01-01,cali,sur,app,billetera digital,8.0
1598.0,aseo hogar,47335.0,ah094,2026-02-07,barranquilla,norte,web,,10.0
2767.0,frutas verduras,41221.0,fv038,2026-01-26,bucaramanga,norte,caja,efectivo,5.0
2289.0,aseo hogar,63252.0,ah281,2026-02-11,barranquilla,norte,app,tarjeta,16.0
4910.0,mercado general,125194.0,mg209,2026-01-01,bucaramanga,occidente,web,tarjeta,7.0
1392.0,mercado general,100083.0,mg199,2026-01-01,cali,norte,domicilio,billetera digital,22.0
4155.0,mercado general,125296.0,mg061,2026-02-03,bogota,centro,domicilio,billetera digital,15.0
2566.0,mercado general,166226.0,mg070,2026-02-10,bucaramanga,sur,app,billetera digital,4.0
